101042900;bishan;chongqing;chongqing;china;city;
101043000;fengdu;chongqing;chongqing;china;city;
101043100;wulong;chongqing;chongqing;china;city;
101043200;pengshui;chongqing;chongqing;china;city;
101043300;qijiang;chongqing;chongqing;china;city;
101043400;youyang;chongqing;chongqing;china;city;
101043600;xiushan;chongqing;chongqing;china;city;
101050101;haerbin;haerbin;heilongjiang;china;city;
101050102;shuangcheng;haerbin;heilongjiang;china;city;
101050103;hulan;haerbin;heilongjiang;china;city;
101050104;acheng;haerbin;heilongjiang;china;city;
101050105;binxian;haerbin;heilongjiang;china;city;
101050106;yilan;haerbin;heilongjiang;china;city;
101050107;bayan;haerbin;heilongjiang;china;city;
101050108;tonghe;haerbin;heilongjiang;china;city;
101050109;fangzheng;haerbin;heilongjiang;china;city;
101050110;yanshou;haerbin;heilongjiang;china;city;
101050111;shangzhi;haerbin;heilongjiang;china;city;
101050112;wuchang;haerbin;heilongjiang;china;city;
101050113;mulan;haerbin;heilongjiang;china;city;
101050201;qiqihaer;qiqihaer;heilongjiang;china;city;
101050202;nehe;qiqihaer;heilongjiang;china;city;
101050203;longjiang;qiqihaer;heilongjiang;china;city;
101050204;gannan;qiqihaer;heilongjiang;china;city;
101050205;fuyu;qiqihaer;heilongjiang;china;city;
101050206;yian;qiqihaer;heilongjiang;china;city;
101050207;baiquan;qiqihaer;heilongjiang;china;city;
101050208;keshan;qiqihaer;heilongjiang;china;city;
101050209;kedong;qiqihaer;heilongjiang;china;city;
101050210;tailai;qiqihaer;heilongjiang;china;city;
101050301;mudanjiang;mudanjiang;heilongjiang;china;city;
101050302;hailin;mudanjiang;heilongjiang;china;city;
101050303;muling;mudanjiang;heilongjiang;china;city;
101050304;linkou;mudanjiang;heilongjiang;china;city;
101050305;suifenhe;mudanjiang;heilongjiang;china;city;
101050306;ningan;mudanjiang;heilongjiang;china;city;
101050307;dongning;mudanjiang;heilongjiang;china;city;
101050401;jiamusi;jiamusi;heilongjiang;china;city;
101050402;tangyuan;jiamusi;heilongjiang;china;city;
101050403;fuyuan;jiamusi;heilongjiang;china;city;
101050404;huachuan;jiamusi;heilongjiang;china;city;
101050405;huanan;jiamusi;heilongjiang;china;city;
101050406;tongjiang;jiamusi;heilongjiang;china;city;
101050407;fujin;jiamusi;heilongjiang;china;city;
101050501;suihua;suihua;heilongjiang;china;city;
101050502;zhaodong;suihua;heilongjiang;china;city;
101050503;anda;suihua;heilongjiang;china;city;
101050504;hailun;suihua;heilongjiang;china;city;
101050505;mingshui;suihua;heilongjiang;china;city;
101050506;wangkui;suihua;heilongjiang;china;city;
101050507;lanxi;suihua;heilongjiang;china;city;
101050508;qinggang;suihua;heilongjiang;china;city;
101050509;qingan;suihua;heilongjiang;china;city;
101050510;suiling;suihua;heilongjiang;china;city;
101050601;heihe;heihe;heilongjiang;china;city;
101050602;nenjiang;heihe;heilongjiang;china;city;
101050603;sunwu;heihe;heilongjiang;china;city;
101050604;xunke;heihe;heilongjiang;china;city;
101050605;wudalianchi;heihe;heilongjiang;china;city;
101050606;beian;heihe;heilongjiang;china;city;
101050701;daxinganling;daxinganling;heilongjiang;china;city;
101050702;tahe;daxinganling;heilongjiang;china;city;
101050703;mohe;daxinganling;heilongjiang;china;city;
101050704;huma;daxinganling;heilongjiang;china;city;
101050705;huzhong;daxinganling;heilongjiang;china;city;
101050706;xinlin;daxinganling;heilongjiang;china;city;
101050708;jiagedaqi;daxinganling;heilongjiang;china;city;
101050801;yichun;yichun;heilongjiang;china;city;
101050802;wuyiling;yichun;heilongjiang;china;city;
101050803;wuying;yichun;heilongjiang;china;city;
101050804;tieli;yichun;heilongjiang;china;city;
101050805;jiayin;yichun;heilongjiang;china;city;
101050901;daqing;daqing;heilongjiang;china;city;
101050902;lindian;daqing;heilongjiang;china;city;
101050903;zhaozhou;daqing;heilongjiang;china;city;
101050904;zhaoyuan;daqing;heilongjiang;china;city;
101050905;duerbote;daqing;heilongjiang;china;city;
101051002;qitaihe;qitaihe;heilongjiang;china;city;
101051003;boli;qitaihe;heilongjiang;china;city;
101051101;jixi;jixi;heilongjiang;china;city;
101051102;hulin;jixi;heilongjiang;china;city;
101051103;mishan;jixi;heilongjiang;china;city;
101051104;jidong;jixi;heilongjiang;china;city;
101051201;hegang;hegang;heilongjiang;china;city;
101051202;suibin;hegang;heilongjiang;china;city;
101051203;luobei;hegang;heilongjiang;china;city;
101051301;shuangyashan;shuangyashan;heilongjiang;china;city;
101051302;jixian;shuangyashan;heilongjiang;china;city;
101051303;baoqing;shuangyashan;heilongjiang;china;city;
101051304;raohe;shuangyashan;heilongjiang;china;city;
101051305;youyi;shuangyashan;heilongjiang;china;city;
101060101;changchun;changchun;jilin;china;city;
101060102;nongan;changchun;jilin;china;city;
101060103;dehui;changchun;jilin;china;city;
101060104;jiutai;changchun;jilin;china;city;
101060105;yushu;changchun;jilin;china;city;
101060106;shuangyang;changchun;jilin;china;city;
101060201;jilin;jilin;jilin;china;city;
101060202;shulan;jilin;jilin;china;city;
101060203;yongji;jilin;jilin;china;city;
101060204;jiaohe;jilin;jilin;china;city;
101060205;panshi;jilin;jilin;china;city;
101060206;huadian;jilin;jilin;china;city;
101060301;yanji;yanbian;jilin;china;city;
101060302;dunhua;yanbian;jilin;china;city;
101060303;antu;yanbian;jilin;china;city;
101060304;wangqing;yanbian;jilin;china;city;
101060305;helong;yanbian;jilin;china;city;
101060307;longjing;yanbian;jilin;china;city;
101060308;hunchun;yanbian;jilin;china;city;
101060309;tumen;yanbian;jilin;china;city;
101060401;siping;siping;jilin;china;city;
101060402;shuangliao;siping;jilin;china;city;
101060403;lishu;siping;jilin;china;city;
101060404;gongzhuling;siping;jilin;china;city;
101060405;yitong;siping;jilin;china;city;
101060501;tonghua;tonghua;jilin;china;city;
101060502;meihekou;tonghua;jilin;china;city;
101060503;liuhe;tonghua;jilin;china;city;
101060504;huinan;tonghua;jilin;china;city;
101060505;jian;tonghua;jilin;china;city;
101060506;tonghuaxian;tonghua;jilin;china;city;
101060601;baicheng;baicheng;jilin;china;city;
101060602;taonan;baicheng;jilin;china;city;
101060603;daan;baicheng;jilin;china;city;
101060604;zhenlai;baicheng;jilin;china;city;
101060605;tongyu;baicheng;jilin;china;city;
101060701;liaoyuan;liaoyuan;jilin;china;city;
101060702;dongfeng;liaoyuan;jilin;china;city;
101060703;dongliao;liaoyuan;jilin;china;city;
101060801;songyuan;songyuan;jilin;china;city;
101060802;qianan;songyuan;jilin;china;city;
101060803;qianguo;songyuan;jilin;china;city;
101060804;changling;songyuan;jilin;china;city;
101060805;fuyu;songyuan;jilin;china;city;
101060901;baishan;baishan;jilin;china;city;
101060902;jingyu;baishan;jilin;china;city;
101060903;linjiang;baishan;jilin;china;city;
101060904;donggang;baishan;jilin;china;city;
101060905;changbai;baishan;jilin;china;city;
101060906;fusong;baishan;jilin;china;city;
101060907;jiangyuan;baishan;jilin;china;city;
101070101;shenyang;shenyang;liaoning;china;city;
101070103;liaozhong;shenyang;liaoning;china;city;
101070104;kangping;shenyang;liaoning;china;city;
101070105;faku;shenyang;liaoning;china;city;
101070106;xinmin;shenyang;liaoning;china;city;
101070201;dalian;dalian;liaoning;china;city;
101070202;wafangdian;dalian;liaoning;china;city;
101070203;jinzhou;dalian;liaoning;china;city;
101070204;pulandian;dalian;liaoning;china;city;
101070205;lvshun;dalian;liaoning;china;city;
101070206;changhai;dalian;liaoning;china;city;
101070207;zhuanghe;dalian;liaoning;china;city;
101070301;anshan;anshan;liaoning;china;city;
101070302;taian;anshan;liaoning;china;city;
101070303;xiuyan;anshan;liaoning;china;city;
101070304;haicheng;anshan;liaoning;china;city;
101070401;fushun;fushun;liaoning;china;city;
101070402;xinbin;fushun;liaoning;china;city;
101070403;qingyuan;fushun;liaoning;china;city;
101070404;zhangdang;fushun;liaoning;china;city;
101070501;benxi;benxi;liaoning;china;city;
101070502;benxixian;benxi;liaoning;china;city;
101070504;huanren;benxi;liaoning;china;city;
101070601;dandong;dandong;liaoning;china;city;
101070602;fengcheng;dandong;liaoning;china;city;
101070603;kuandian;dandong;liaoning;china;city;
101070604;donggang;dandong;liaoning;china;city;
101070701;jinzhou;jinzhou;liaoning;china;city;
101070702;linghai;jinzhou;liaoning;china;city;
101070704;yixian;jinzhou;liaoning;china;city;
101070705;heishan;jinzhou;liaoning;china;city;
101070706;beizhen;jinzhou;liaoning;china;city;
101070801;yingkou;yingkou;liaoning;china;city;
101070802;dashiqiao;yingkou;liaoning;china;city;
101070803;gaizhou;yingkou;liaoning;china;city;
101070901;fuxin;fuxin;liaoning;china;city;
101070902;zhangwu;fuxin;liaoning;china;city;
101071001;liaoyang;liaoyang;liaoning;china;city;
101071002;liaoyangxian;liaoyang;liaoning;china;city;
101071003;dengta;liaoyang;liaoning;china;city;
101071004;gongchangling;liaoyang;liaoning;china;city;
101071101;tieling;tieling;liaoning;china;city;
101071102;kaiyuan;tieling;liaoning;china;city;
101071103;changtu;tieling;liaoning;china;city;
101071104;xifeng;tieling;liaoning;china;city;
101071105;tiefa;tieling;liaoning;china;city;
101071201;chaoyang;chaoyang;liaoning;china;city;
101071203;lingyuan;chaoyang;liaoning;china;city;
101071204;kazuo;chaoyang;liaoning;china;city;
101071205;beipiao;chaoyang;liaoning;china;city;
101071207;jianpingxian;chaoyang;liaoning;china;city;
101071301;panjin;panjin;liaoning;china;city;
101071302;dawa;panjin;liaoning;china;city;
101071303;panshan;panjin;liaoning;china;city;
101071401;huludao;huludao;liaoning;china;city;
101071402;jianchang;huludao;liaoning;china;city;
101071403;suizhong;huludao;liaoning;china;city;
101071404;xingcheng;huludao;liaoning;china;city;
101080101;huhehaote;huhehaote;neimenggu;china;city;
101080102;tuzuoqi;huhehaote;neimenggu;china;city;
101080103;tuoxian;huhehaote;neimenggu;china;city;
101080104;helin;huhehaote;neimenggu;china;city;
101080105;qingshuihe;huhehaote;neimenggu;china;city;
101080106;hushijiaoqu;huhehaote;neimenggu;china;city;
101080107;wuchuan;huhehaote;neimenggu;china;city;
101080201;baotou;baotou;neimenggu;china;city;
101080202;baiyunebo;baotou;neimenggu;china;city;
101080203;mandula;baotou;neimenggu;china;city;
101080204;tuyouqi;baotou;neimenggu;china;city;
101080205;guyang;baotou;neimenggu;china;city;
101080206;damaoqi;baotou;neimenggu;china;city;
101080207;xilamuren;wulanchabu;neimenggu;china;city;
101080301;wuhai;wuhai;neimenggu;china;city;
101080401;jining;wulanchabu;neimenggu;china;city;
101080402;zhuozi;wulanchabu;neimenggu;china;city;
101080403;huade;wulanchabu;neimenggu;china;city;
101080404;shangdu;wulanchabu;neimenggu;china;city;
101080406;xinghe;wulanchabu;neimenggu;china;city;
101080407;liangcheng;wulanchabu;neimenggu;china;city;
101080408;chayouqianqi;wulanchabu;neimenggu;china;city;
101080409;chayouzhongqi;wulanchabu;neimenggu;china;city;
101080410;chayouhouqi;wulanchabu;neimenggu;china;city;
101080411;siziwangqi;wulanchabu;neimenggu;china;city;
101080412;fengzhen;wulanchabu;neimenggu;china;city;
101080501;tongliao;tongliao;neimenggu;china;city;
101080502;shebotu;tongliao;neimenggu;china;city;
101080503;kezuozhongqi;tongliao;neimenggu;china;city;
101080504;kezuohouqi;tongliao;neimenggu;china;city;
101080505;qinglongshan;tongliao;neimenggu;china;city;
101080506;kailu;tongliao;neimenggu;china;city;
101080507;kulun;tongliao;neimenggu;china;city;
101080508;naiman;tongliao;neimenggu;china;city;
101080509;zhalute;tongliao;neimenggu;china;city;
101080510;gaoliban;xinganmeng;neimenggu;china;city;
101080511;bayaertuhushuo;tongliao;neimenggu;china;city;
101080601;chifeng;chifeng;neimenggu;china;city;
101080603;aluqi;chifeng;neimenggu;china;city;
101080604;haoertu;chifeng;neimenggu;china;city;
101080605;balinzuoqi;chifeng;neimenggu;china;city;
101080606;balinyouqi;chifeng;neimenggu;china;city;
101080607;linxi;chifeng;neimenggu;china;city;
101080608;keshiketeng;chifeng;neimenggu;china;city;
101080609;wengniute;chifeng;neimenggu;china;city;
101080610;gangzi;chifeng;neimenggu;china;city;
101080611;kalaqin;chifeng;neimenggu;china;city;
101080612;balihan;chifeng;neimenggu;china;city;
101080613;ningcheng;chifeng;neimenggu;china;city;
101080614;aohan;chifeng;neimenggu;china;city;
101080615;baoguotu;chifeng;neimenggu;china;city;
101080701;eerduosi;eerduosi;neimenggu;china;city;
101080703;dalate;eerduosi;neimenggu;china;city;
101080704;zhungeer;eerduosi;neimenggu;china;city;
101080705;eqianqi;eerduosi;neimenggu;china;city;
101080706;henan;eerduosi;neimenggu;china;city;
101080707;yikewusu;eerduosi;neimenggu;china;city;
101080708;etuoke;eerduosi;neimenggu;china;city;
101080709;hangjinqi;eerduosi;neimenggu;china;city;
101080710;wushenqi;eerduosi;neimenggu;china;city;
101080711;yijinhuoluo;eerduosi;neimenggu;china;city;
101080712;wushenzhao;eerduosi;neimenggu;china;city;
101080713;dongsheng;eerduosi;neimenggu;china;city;
101080801;linhe;bayannaoer;neimenggu;china;city;
101080802;wuyuan;bayannaoer;neimenggu;china;city;
101080803;dengkou;bayannaoer;neimenggu;china;city;
101080804;wuqianqi;bayannaoer;neimenggu;china;city;
101080805;dashetai;bayannaoer;neimenggu;china;city;
101080806;wuzhongqi;bayannaoer;neimenggu;china;city;
101080807;wuhouqi;bayannaoer;neimenggu;china;city;
101080808;hailisu;bayannaoer;neimenggu;china;city;
101080809;narenbaolige;bayannaoer;neimenggu;china;city;
101080810;hangjinhouqi;bayannaoer;neimenggu;china;city;
101080901;xilinhaote;xilinguole;neimenggu;china;city;
101080903;erlianhaote;xilinguole;neimenggu;china;city;
101080904;abaga;xilinguole;neimenggu;china;city;
101080906;suzuoqi;xilinguole;neimenggu;china;city;
101080907;suyouqi;xilinguole;neimenggu;china;city;
101080908;zhurihe;xilinguole;neimenggu;china;city;
101080909;dongwuqi;xilinguole;neimenggu;china;city;
101080910;xiwuqi;xilinguole;neimenggu;china;city;
101080911;taipusiqi;xilinguole;neimenggu;china;city;
101080912;xianghuang;xilinguole;neimenggu;china;city;
101080913;zhengxiangbaiqi;xilinguole;neimenggu;china;city;
101080914;zhenglanqi;xilinguole;neimenggu;china;city;
101080915;duolun;xilinguole;neimenggu;china;city;
101080916;boketu;xilinguole;neimenggu;china;city;
101080917;wulagai;xilinguole;neimenggu;china;city;
101081001;hailaer;hulunbeier;neimenggu;china;city;
101081002;xiaoergou;hulunbeier;neimenggu;china;city;
101081003;arongqi;hulunbeier;neimenggu;china;city;
101081004;molidawa;hulunbeier;neimenggu;china;city;
101081005;elunchunqi;hulunbeier;neimenggu;china;city;
101081006;ewenkeqi;hulunbeier;neimenggu;china;city;
101081007;chenqi;hulunbeier;neimenggu;china;city;
101081008;xinzuoqi;hulunbeier;neimenggu;china;city;
101081009;xinyouqi;hulunbeier;neimenggu;china;city;
101081010;manzhouli;hulunbeier;neimenggu;china;city;
101081011;yakeshi;hulunbeier;neimenggu;china;city;
101081012;zhalantun;hulunbeier;neimenggu;china;city;
101081014;eerguna;hulunbeier;neimenggu;china;city;
101081015;genhe;hulunbeier;neimenggu;china;city;
101081016;tulihe;hulunbeier;neimenggu;china;city;
101081101;wulanhaote;xinganmeng;neimenggu;china;city;
101081102;aershan;xinganmeng;neimenggu;china;city;
101081103;keyouzhongqi;xinganmeng;neimenggu;china;city;
101081104;huerle;xinganmeng;neimenggu;china;city;
101081105;zhanlaite;xinganmeng;neimenggu;china;city;
101081106;suolun;xinganmeng;neimenggu;china;city;
101081107;tuquan;xinganmeng;neimenggu;china;city;
101081108;huolinguole;tongliao;neimenggu;china;city;
101081109;keyouqianqi;xinganmeng;neimenggu;china;city;
101081201;azuoqi;alashanmeng;neimenggu;china;city;
101081202;ayouqi;alashanmeng;neimenggu;china;city;
101081203;ejina;alashanmeng;neimenggu;china;city;
101081204;guanzihu;alashanmeng;neimenggu;china;city;
101081205;jilantai;alashanmeng;neimenggu;china;city;
101081206;xilingaole;alashanmeng;neimenggu;china;city;
101081207;toudaohu;alashanmeng;neimenggu;china;city;
101081208;zhongquanzi;alashanmeng;neimenggu;china;city;
101081209;nuoergong;alashanmeng;neimenggu;china;city;
101081210;yabulai;alashanmeng;neimenggu;china;city;
101081211;wusitai;alashanmeng;neimenggu;china;city;
101081212;luanjingtan;alashanmeng;neimenggu;china;city;
101090101;shijiazhuang;shijiazhuang;hebei;china;city;
101090102;jingxing;shijiazhuang;hebei;china;city;
101090103;zhengding;shijiazhuang;hebei;china;city;
101090104;luancheng;shijiazhuang;hebei;china;city;
101090105;xingtang;shijiazhuang;hebei;china;city;
101090106;lingshou;shijiazhuang;hebei;china;city;
101090107;gaoyi;shijiazhuang;hebei;china;city;
101090108;shenze;shijiazhuang;hebei;china;city;
101090109;zanhuang;shijiazhuang;hebei;china;city;
101090110;wuji;shijiazhuang;hebei;china;city;
101090111;pingshan;shijiazhuang;hebei;china;city;
101090112;yuanshi;shijiazhuang;hebei;china;city;
101090113;zhaoxian;shijiazhuang;hebei;china;city;
101090114;xinji;shijiazhuang;hebei;china;city;
101090115;gaocheng;shijiazhuang;hebei;china;city;
101090116;jinzhou;shijiazhuang;hebei;china;city;
101090117;xinle;shijiazhuang;hebei;china;city;
101090118;luquan;shijiazhuang;hebei;china;city;
101090201;baoding;baoding;hebei;china;city;
101090202;mancheng;baoding;hebei;china;city;
101090203;fuping;baoding;hebei;china;city;
101090204;xushui;baoding;hebei;china;city;
101090205;tangxian;baoding;hebei;china;city;
101090206;gaoyang;baoding;hebei;china;city;
101090207;rongcheng;baoding;hebei;china;city;
101090209;laiyuan;baoding;hebei;china;city;
101090210;wangdu;baoding;hebei;china;city;
101090211;anxin;baoding;hebei;china;city;
101090212;yixian;baoding;hebei;china;city;
101090214;quyang;baoding;hebei;china;city;
101090215;lixian;baoding;hebei;china;city;
101090216;shunping;baoding;hebei;china;city;
101090217;xiongxian;baoding;hebei;china;city;
101090218;zhuozhou;baoding;hebei;china;city;
101090219;dingzhou;baoding;hebei;china;city;
101090220;anguo;baoding;hebei;china;city;
101090221;gaobeidian;baoding;hebei;china;city;
101090222;laishui;baoding;hebei;china;city;
101090223;dingxing;baoding;hebei;china;city;
101090224;qingyuan;baoding;hebei;china;city;
101090225;boye;baoding;hebei;china;city;
101090301;zhangjiakou;zhangjiakou;hebei;china;city;
101090302;xuanhua;zhangjiakou;hebei;china;city;
101090303;zhangbei;zhangjiakou;hebei;china;city;
101090304;kangbao;zhangjiakou;hebei;china;city;
101090305;guyuan;zhangjiakou;hebei;china;city;
101090306;shangyi;zhangjiakou;hebei;china;city;
101090307;yuxian;zhangjiakou;hebei;china;city;
101090308;yangyuan;zhangjiakou;hebei;china;city;
101090309;huaian;zhangjiakou;hebei;china;city;
101090310;wanquan;zhangjiakou;hebei;china;city;
101090311;huailai;zhangjiakou;hebei;china;city;
101090312;zhuolu;zhangjiakou;hebei;china;city;
101090313;chicheng;zhangjiakou;hebei;china;city;
101090314;chongli;zhangjiakou;hebei;china;city;
101090402;chengde;chengde;hebei;china;city;
101090403;chengdexian;chengde;hebei;china;city;
101090404;xinglong;chengde;hebei;china;city;
101090405;pingquan;chengde;hebei;china;city;
101090406;luanping;chengde;hebei;china;city;
101090407;longhua;chengde;hebei;china;city;
101090408;fengning;chengde;hebei;china;city;
101090409;kuancheng;chengde;hebei;china;city;
101090410;weichang;chengde;hebei;china;city;
101090501;tangshan;tangshan;hebei;china;city;
101090502;fengnan;tangshan;hebei;china;city;
101090503;fengrun;tangshan;hebei;china;city;
101090504;luanxian;tangshan;hebei;china;city;
101090505;luannan;tangshan;hebei;china;city;
101090506;leting;tangshan;hebei;china;city;
101090507;qianxi;tangshan;hebei;china;city;
101090508;yutian;tangshan;hebei;china;city;
101090509;tanghai;tangshan;hebei;china;city;
101090510;zunhua;tangshan;hebei;china;city;
101090511;qianan;tangshan;hebei;china;city;
101090512;caofeidian;tangshan;hebei;china;city;
101090601;langfang;langfang;hebei;china;city;
101090602;guan;langfang;hebei;china;city;
101090603;yongqing;langfang;hebei;china;city;
101090604;xianghe;langfang;hebei;china;city;
101090605;dacheng;langfang;hebei;china;city;
101090606;wenan;langfang;hebei;china;city;
101090607;dachang;langfang;hebei;china;city;
101090608;bazhou;langfang;hebei;china;city;
101090609;sanhe;langfang;hebei;china;city;
101090701;cangzhou;cangzhou;hebei;china;city;
101090702;qingxian;cangzhou;hebei;china;city;
101090703;dongguang;cangzhou;hebei;china;city;
101090704;haixing;cangzhou;hebei;china;city;
101090705;yanshan;cangzhou;hebei;china;city;
101090706;suning;cangzhou;hebei;china;city;
101090707;nanpi;cangzhou;hebei;china;city;
101090708;wuqiao;cangzhou;hebei;china;city;
101090709;xianxian;cangzhou;hebei;china;city;
101090710;mengcun;cangzhou;hebei;china;city;
101090711;botou;cangzhou;hebei;china;city;
101090712;renqiu;cangzhou;hebei;china;city;
101090713;huanghua;cangzhou;hebei;china;city;
101090714;hejian;cangzhou;hebei;china;city;
101090716;cangxian;cangzhou;hebei;china;city;
101090801;hengshui;hengshui;hebei;china;city;
101090802;zaoqiang;hengshui;hebei;china;city;
101090803;wuyi;hengshui;hebei;china;city;
101090804;wuqiang;hengshui;hebei;china;city;
101090805;raoyang;hengshui;hebei;china;city;
101090806;anping;hengshui;hebei;china;city;
101090807;gucheng;hengshui;hebei;china;city;
101090808;jingxian;hengshui;hebei;china;city;
101090809;fucheng;hengshui;hebei;china;city;
101090810;jizhou;hengshui;hebei;china;city;
101090811;shenzhou;hengshui;hebei;china;city;
101090901;xingtai;xingtai;hebei;china;city;
101090902;lincheng;xingtai;hebei;china;city;
101090904;neiqiu;xingtai;hebei;china;city;
101090905;baixiang;xingtai;hebei;china;city;
101090906;longyao;xingtai;hebei;china;city;
101090907;nanhe;xingtai;hebei;china;city;
101090908;ningjin;xingtai;hebei;china;city;
101090909;julu;xingtai;hebei;china;city;
101090910;xinhe;xingtai;hebei;china;city;
101090911;guangzong;xingtai;hebei;china;city;
101090912;pingxiang;xingtai;hebei;china;city;
101090913;weixian;xingtai;hebei;china;city;
101090914;qinghe;xingtai;hebei;china;city;
101090915;linxi;xingtai;hebei;china;city;
101090916;nangong;xingtai;hebei;china;city;
101090917;shahe;xingtai;hebei;china;city;
101090918;renxian;xingtai;hebei;china;city;
101091001;handan;handan;hebei;china;city;
101091002;fengfeng;handan;hebei;china;city;
101091003;linzhang;handan;hebei;china;city;
101091004;chengan;handan;hebei;china;city;
101091005;daming;handan;hebei;china;city;
101091006;shexian;handan;hebei;china;city;
101091007;cixian;handan;hebei;china;city;
101091008;feixiang;handan;hebei;china;city;
101091009;yongnian;handan;hebei;china;city;
101091010;qiuxian;handan;hebei;china;city;
101091011;jize;handan;hebei;china;city;
101091012;guangping;handan;hebei;china;city;
101091013;guantao;handan;hebei;china;city;
101091014;weixian;handan;hebei;china;city;
101091015;quzhou;handan;hebei;china;city;
101091016;wuan;handan;hebei;china;city;
101091101;qinhuangdao;qinhuangdao;hebei;china;city;
101091102;qinglong;qinhuangdao;hebei;china;city;
101091103;changli;qinhuangdao;hebei;china;city;
101091104;funing;qinhuangdao;hebei;china;city;
101091105;lulong;qinhuangdao;hebei;china;city;
101091106;beidaihe;qinhuangdao;hebei;china;city;
101100101;taiyuan;taiyuan;shanxi;china;city;
101100102;qingxu;taiyuan;shanxi;china;city;
101100103;yangqu;taiyuan;shanxi;china;city;
101100104;loufan;taiyuan;shanxi;china;city;
101100105;gujiao;taiyuan;shanxi;china;city;
101100106;jiancaopingqu;taiyuan;shanxi;china;city;
101100107;xiaodianqu;taiyuan;shanxi;china;city;
101100201;datong;datong;shanxi;china;city;
101100202;yanggao;datong;shanxi;china;city;
101100203;datongxian;datong;shanxi;china;city;
101100204;tianzhen;datong;shanxi;china;city;
101100205;guangling;datong;shanxi;china;city;
101100206;lingqiu;datong;shanxi;china;city;
101100207;hunyuan;datong;shanxi;china;city;
101100208;zuoyun;datong;shanxi;china;city;
101100301;yangquan;yangquan;shanxi;china;city;
101100302;yuxian;yangquan;shanxi;china;city;
101100303;pingding;yangquan;shanxi;china;city;
101100401;jinzhong;jinzhong;shanxi;china;city;
101100402;yuci;jinzhong;shanxi;china;city;
101100403;yushe;jinzhong;shanxi;china;city;
101100404;zuoquan;jinzhong;shanxi;china;city;
101100405;heshun;jinzhong;shanxi;china;city;
101100406;xiyang;jinzhong;shanxi;china;city;
101100407;shouyang;jinzhong;shanxi;china;city;
101100408;taigu;jinzhong;shanxi;china;city;
101100409;qixian;jinzhong;shanxi;china;city;
101100410;pingyao;jinzhong;shanxi;china;city;
101100411;lingshi;jinzhong;shanxi;china;city;
101100412;jiexiu;jinzhong;shanxi;china;city;
101100501;changzhi;changzhi;shanxi;china;city;
101100502;licheng;changzhi;shanxi;china;city;
